"name","num","time","value","nodes"
"heskia",1,0.649238,94,0
"heskia",2,1.00898,95,0
"heskia",3,0.777971,102,0
"heskia",4,0.391726,103,0
"heskia",5,0.816307,92,0
"heskia",6,0.395394,98,0
"heskia",7,0.503058,116,0
"heskia",8,0.723246,86,0
"heskia",9,0.621669,95,0
"heskia",10,0.420931,142,0
"heskia",11,0.929533,169,118
"heskia",12,0.788323,107,52
"heskia",13,0.629156,108,0
"heskia",14,0.437696,96,0
"heskia",15,0.627478,130,0
"heskia",16,0.804514,117,80
"heskia",17,0.451945,146,0
"heskia",18,0.598926,132,0
"heskia",19,0.751758,101,0
"heskia",20,0.421125,120,0
"heskia",21,0.738616,200,60
"heskia",22,0.776773,147,66
"heskia",23,0.488017,186,0
"heskia",24,0.753716,181,133
"heskia",25,1.001,142,111
"heskia",26,0.791877,194,0
"heskia",27,0.865076,149,147
"heskia",28,0.489668,191,133
"heskia",29,0.671834,170,0
"heskia",30,0.459033,165,0
"heskia",31,0.636572,204,0
"heskia",32,0.594617,147,0
"heskia",33,0.618818,211,0
"heskia",34,0.200317,127,0
"heskia",35,0.697322,181,0
"heskia",36,0.665461,179,0
"heskia",37,0.713566,191,0
"heskia",38,0.888483,152,0
"heskia",39,0.806897,167,92
"heskia",40,0.964363,153,151
"heskia",41,2.32526,35,105
"heskia",42,11.384,40,932
"heskia",43,27.9081,35,2946
"heskia",44,5.76229,30,518
"heskia",45,19.281,40,2162
"heskia",46,16.0854,29,1627
"heskia",47,3.16458,25,468
"heskia",48,17.521,43,2371
"heskia",49,15.4179,38,2473
"heskia",50,15.3247,34,1757
"heskia",51,15.9947,51,1358
"heskia",52,16.4056,50,1829
"heskia",53,3.07628,52,167
"heskia",54,6.87666,33,822
"heskia",55,13.6564,38,2261
"heskia",56,4.89242,34,553
"heskia",57,20.3151,42,2177
"heskia",58,9.5337,39,651
"heskia",59,17.7229,59,1894
"heskia",60,2.27261,28,29
"heskia",61,13.4632,66,1404
"heskia",62,17.0171,56,1690
"heskia",63,22.151,69,2456
"heskia",64,3.51458,126,122
"heskia",65,0.945667,107,0
"heskia",66,5.10694,39,576
"heskia",67,2.23458,87,24
"heskia",68,35.7745,62,7765
"heskia",69,24.9564,61,2138
"heskia",70,3.75552,79,603
"heskia",71,3.12082,91,93
"heskia",72,16.7753,65,1417
"heskia",73,21.7098,73,2732
"heskia",74,10.4765,57,555
"heskia",75,23.0534,65,2385
"heskia",76,3.66365,70,139
"heskia",77,19.4411,71,2373
"heskia",78,13.4018,58,1000
"heskia",79,5.30614,46,506
"heskia",80,17.3094,76,2241
"roszieg",1,0.371769,20,68
"roszieg",2,0.728287,22,0
"roszieg",3,0.779752,18,0
"roszieg",4,0.517357,18,0
"roszieg",5,0.446688,17,135
"roszieg",6,0.830821,24,0
"roszieg",7,0.830598,21,0
"roszieg",8,0.75984,20,26
"roszieg",9,0.642415,22,251
"roszieg",10,0.419047,19,89
"roszieg",11,0.357811,30,0
"roszieg",12,0.79721,27,0
"roszieg",13,0.0691969,76,0
"roszieg",14,0.637665,25,0
"roszieg",15,0.628923,26,0
"roszieg",16,0.777829,22,0
"roszieg",17,0.430219,22,0
"roszieg",18,0.820077,20,0
"roszieg",19,0.808482,27,11
"roszieg",20,0.192033,40,0
"roszieg",21,0.595424,28,463
"roszieg",22,0.922936,30,59
"roszieg",23,0.522816,26,486
"roszieg",24,1.00358,33,83
"roszieg",25,1.04059,28,107
"roszieg",26,0.90109,27,143
"roszieg",27,0.509761,21,21
"roszieg",28,1.0046,28,52
"roszieg",29,0.861319,27,0
"roszieg",30,1.00017,33,152
"roszieg",31,0.915111,31,107
"roszieg",32,0.899058,29,84
"roszieg",33,1.0992,32,147
"roszieg",34,0.470926,27,20
"roszieg",35,0.908349,27,0
"roszieg",36,0.773652,29,84
"roszieg",37,0.904652,27,113
"roszieg",38,0.554369,28,86
"roszieg",39,0.700471,21,53
"roszieg",40,1.04183,29,135
"roszieg",41,20.1239,10,5166
"roszieg",42,20.2437,10,5853
"roszieg",43,5.25721,10,607
"roszieg",44,11.1153,9,2198
"roszieg",45,14.4692,12,3411
"roszieg",46,6.87966,9,1300
"roszieg",47,12.5016,10,3202
"roszieg",48,6.31326,8,652
"roszieg",49,13.5699,10,2554
"roszieg",50,10.6011,9,2207
"roszieg",51,6.63068,11,1328
"roszieg",52,14.5038,10,3472
"roszieg",53,13.9936,10,3981
"roszieg",54,6.60011,10,684
"roszieg",55,6.87488,11,922
"roszieg",56,12.1652,13,3202
"roszieg",57,8.94678,13,1311
"roszieg",58,19.6555,11,4981
"roszieg",59,16.9176,12,4695
"roszieg",60,6.80134,9,1437
"roszieg",61,9.02551,16,1850
"roszieg",62,10.5904,13,2608
"roszieg",63,12.8169,19,2895
"roszieg",64,12.8479,16,4361
"roszieg",65,14.931,14,3565
"roszieg",66,11.2182,17,2301
"roszieg",67,18.1583,17,7191
"roszieg",68,11.7099,16,1308
"roszieg",69,18.708,15,5351
"roszieg",70,14.2075,17,3240
"roszieg",71,12.1758,15,3571
"roszieg",72,7.54215,16,1603
"roszieg",73,7.83477,16,1016
"roszieg",74,7.35565,16,1067
"roszieg",75,16.4851,16,3963
"roszieg",76,21.2872,17,6626
"roszieg",77,11.1697,13,2957
"roszieg",78,7.37888,14,2074
"roszieg",79,16.4636,14,2936
"roszieg",80,10.3594,14,2037
