"name","num","m1","m1time","lp1","lp1time","l1","l1time","l2","l2time","lc1","lc1time","lc2","lc2time","lc3","lc3time","m2","m2time","m3","m3time","rcmax","rcmaxtime"
"tonge",4,5.41142,0.198921,54.8589,0.000431061,53.9867,0.000315905,54,0.00213885,46,8.10623e-06,34,5.00679e-06,37,1.78814e-05,56.3627,0.0511501,67.9492,0.884744,54.1142,0.00305796
"tonge",5,4.55183,0.203575,45.62,0.00027895,45.1646,0.000188112,46,0.00183511,40,9.05991e-06,33,5.00679e-06,33,1.71661e-05,47.9157,0.0429468,63.0965,1.20423,45.5183,0.00289607
"tonge",6,4.13236,0.195593,42.6592,0.000360966,41.1563,0.000267029,42,0.00180483,36,8.10623e-06,34,5.00679e-06,28,1.78814e-05,43.9206,0.045177,57.5275,0.966781,41.3236,0.00304103
"tonge",7,4.20517,0.192515,45.3074,0.000248909,42.0448,0.000144005,39,0.002069,79,7.86781e-06,79,5.00679e-06,34,1.78814e-05,45.061,0.0434241,59.5097,0.949371,42.0517,0.00321603
"tonge",8,5.16444,0.19298,53.3042,0.000260115,51.5223,0.000124931,50,0.00206804,61,7.86781e-06,61,5.96046e-06,38,1.78814e-05,54.4869,0.0444639,66.7411,1.22353,51.6444,0.00304604
"tonge",9,3.07566,0.196996,31.2037,0.000186205,30.7036,0.000110149,31,0.00161982,32,7.86781e-06,32,5.00679e-06,23,1.81198e-05,33.1892,0.048465,45.4059,1.19626,30.7566,0.00331187
"tonge",10,4.0509,0.210339,41.9803,0.000234842,40.436,0.000152111,41,0.00175714,39,8.10623e-06,39,5.00679e-06,30,1.81198e-05,42.9037,0.0414879,56.8143,0.994136,40.509,0.00290298
"tonge",11,5.09873,0.187432,50.928,0.000315905,50.8957,0.000213146,50,0.00200915,47,9.05991e-06,37,5.00679e-06,36,1.81198e-05,53.9729,0.037919,68.4227,0.779107,50.9873,0.00266099
"tonge",12,4.58527,0.184429,47.61,0.0003829,45.8259,0.000277042,47,0.00205112,37,8.10623e-06,32,5.00679e-06,26,1.78814e-05,48.7637,0.049247,61.6597,0.86461,45.8527,0.00273395
"tonge",13,4.95424,0.192567,49.6995,0.000364065,49.1718,0.000267029,48,0.00194502,47,8.10623e-06,47,5.00679e-06,34,1.81198e-05,52.6696,0.048924,67.3159,0.712068,49.5424,0.00305486
"tonge",14,4.05929,0.194669,41.3587,0.000335932,40.5336,0.000247002,40,0.00183702,36,9.05991e-06,31,6.19888e-06,29,1.78814e-05,42.9219,0.0564442,52.4116,0.876922,40.5929,0.00293207
"tonge",15,4.26159,0.190554,44.0985,0.000209808,42.4739,0.000113964,41,0.00187397,77,9.05991e-06,77,5.00679e-06,30,1.81198e-05,46.0053,0.0374749,60.1898,0.889363,42.6159,0.00271416
"tonge",16,4.828,0.183399,48.7064,0.000364065,48.2752,0.000262976,48,0.00188994,43,8.10623e-06,37,5.00679e-06,32,8.51154e-05,50.5495,0.0418968,62.7028,0.782799,48.28,0.00282311
"tonge",17,5.44303,0.189747,56.8143,0.000324965,53.7223,0.000211,50,0.00222802,75,8.10623e-06,75,5.00679e-06,39,1.69277e-05,56.2037,0.042484,68.4094,0.75923,54.4303,0.00254178
"tonge",18,4.72426,0.208228,47.2971,0.000283003,46.9618,0.000172138,48,0.002213,48,8.82149e-06,48,5.00679e-06,34,1.78814e-05,51.0794,0.039294,69.5963,0.824081,47.2426,0.00286293
"tonge",19,5.29515,0.186611,54.3751,0.000268936,52.825,0.000150919,54,0.00232983,48,7.86781e-06,38,5.00679e-06,38,1.69277e-05,56.6022,0.039125,70.1785,0.686822,52.9515,0.00233316
"tonge",20,5.19358,0.213116,52.2727,0.000334978,51.9007,0.000228882,52,0.00212216,46,9.05991e-06,39,5.00679e-06,32,1.81198e-05,55.043,0.0381582,68.0115,0.786862,51.9358,0.00278807
"tonge",21,6.72362,0.190304,67.6921,0.000426054,66.9252,0.000248909,69,0.00322413,64,8.82149e-06,54,5.96046e-06,48,1.78814e-05,72.8106,0.033953,107.478,1.43205,67.2362,0.00307679
"tonge",22,5.93332,0.202178,59.3856,0.000488997,59.1044,0.000315905,59,0.00320888,50,7.86781e-06,41,5.96046e-06,39,1.78814e-05,65.8255,0.0447669,90.6034,1.36395,59.3332,0.00328684
"tonge",23,5.35602,0.20178,54.8053,0.00031805,53.3966,0.000185013,50,0.00259113,71,7.86781e-06,71,5.96046e-06,38,1.69277e-05,60.0699,0.0486488,84.7332,1.2929,53.5602,0.00342393
"tonge",24,7.6104,0.20825,82.5043,0.000335217,75.9526,0.00019908,78,0.00247383,84,9.05991e-06,84,5.00679e-06,54,1.78814e-05,82.1121,0.0457261,104.466,1.19496,76.104,0.00312686
"tonge",25,7.78271,0.201607,78.4346,0.000386953,77.7175,0.000226021,77,0.00282788,71,9.05991e-06,53,5.00679e-06,58,1.78814e-05,82.5468,0.0499189,108.587,1.31422,77.8271,0.00314307
"tonge",26,7.45429,0.209777,75.1136,0.000348091,74.492,0.000191927,73,0.00274396,68,8.10623e-06,56,5.00679e-06,54,1.78814e-05,78.9858,0.0460951,98.945,1.42368,74.5429,0.00288987
"tonge",27,5.82408,0.19272,57.9218,0.000503063,57.8622,0.000365973,60,0.00262594,54,8.10623e-06,33,5.00679e-06,42,1.69277e-05,62.0962,0.051924,82.6427,0.916838,58.2408,0.00259089
"tonge",28,7.72102,0.190008,78.2026,0.000366926,77.186,0.00019598,77,0.00295401,74,8.82149e-06,55,5.96046e-06,57,1.81198e-05,83.6412,0.045984,111.841,1.26049,77.2102,0.0032959
"tonge",29,7.90229,0.195162,78.3349,0.000449896,77.3464,0.000269175,77,0.00327802,100,8.10623e-06,100,5.00679e-06,54,1.81198e-05,82.5703,0.0385139,99.839,1.19287,79.0229,0.00306702
"tonge",30,7.88098,0.195694,80.6504,0.000334978,78.7058,0.000190973,78,0.00259304,75,7.86781e-06,75,5.00679e-06,50,1.71661e-05,85.0898,0.039607,102.838,0.822232,78.8098,0.00276494
"tonge",31,6.9121,0.197807,68.7759,0.000365019,68.633,0.000203133,68,0.00279713,63,9.05991e-06,56,5.96046e-06,49,1.90735e-05,74.5589,0.0438299,94.2717,1.14015,69.121,0.00310302
"tonge",32,10.0254,0.192473,103.013,0.000504971,100.026,0.000335932,95,0.00300694,91,8.10623e-06,91,5.96046e-06,70,1.81198e-05,103.486,0.0453782,122.63,1.42878,100.254,0.00324106
"tonge",33,6.79509,0.211306,69.6925,0.000354052,67.7505,0.000205994,69,0.00263286,71,7.86781e-06,71,5.96046e-06,44,1.81198e-05,74.396,0.0480399,103.411,1.40574,67.9509,0.00275993
"tonge",34,8.67323,0.195623,90.9879,0.000444889,86.4976,0.000269175,87,0.0030241,121,9.05991e-06,121,7.15256e-06,68,1.78814e-05,93.3745,0.048218,118.053,0.866527,86.7323,0.00314498
"tonge",35,6.58538,0.20515,65.7109,0.000252962,65.486,0.000120878,67,0.00246787,60,7.86781e-06,55,5.00679e-06,43,1.78814e-05,70.196,0.0367289,92.0908,1.16842,65.8538,0.00313497
"tonge",36,6.87308,0.193845,69.368,0.00041008,68.5766,0.000255108,65,0.00291491,73,9.05991e-06,73,5.00679e-06,44,1.81198e-05,73.2565,0.0394652,111.245,1.49148,68.7308,0.00302815
"tonge",37,8.56008,0.206697,86.4702,0.000390053,85.529,0.000231028,83,0.00281191,81,7.86781e-06,64,5.00679e-06,47,1.78814e-05,89.1381,0.038101,111.256,0.999638,85.6008,0.00312901
"tonge",38,7.94757,0.200973,79.5089,0.000495195,78.8897,0.000355005,79,0.00255585,73,8.10623e-06,63,5.96046e-06,52,1.81198e-05,83.2124,0.0526502,105.554,1.12333,79.4757,0.00296307
"tonge",39,8.768,0.192382,87.9591,0.000394821,87.3119,0.000221014,87,0.00303507,81,1.00136e-05,59,8.10623e-06,58,1.78814e-05,92.9928,0.0499771,117.053,1.05063,87.68,0.00320101
"tonge",40,6.65971,0.202419,67.0619,0.000345945,65.9113,0.000178814,67,0.00311017,62,7.86781e-06,51,5.96046e-06,48,1.78814e-05,70.8233,0.0405262,94.975,1.01492,66.5971,0.003263
"tonge",41,0.711003,0.528007,12.2982,0.00040102,11.9609,0.000347137,13,0.00120401,11,1.00136e-05,9,5.00679e-06,8,1.78814e-05,12.7055,0.425258,17.0416,2.90099,12.087,0.00675607
"tonge",42,0.917014,0.498321,16.4572,0.000320196,15.5451,0.000260115,16,0.00131392,19,9.05991e-06,19,5.00679e-06,11,1.78814e-05,16.2061,0.415393,19.4074,2.52272,15.5892,0.006387
"tonge",43,0.873338,0.475369,14.8702,0.000359058,14.5528,0.000300169,15,0.00138092,19,9.05991e-06,19,5.00679e-06,11,1.78814e-05,15.3334,0.526299,19.5583,2.51823,14.8467,0.0060029
"tonge",44,0.971444,0.500888,16.8581,0.000377178,16.5006,0.000315905,17,0.00132418,18,9.05991e-06,18,5.96046e-06,12,1.78814e-05,16.9472,0.516963,20.5262,2.49049,16.5146,0.00679898
"tonge",45,0.948689,0.477925,16.1953,0.000302076,16.109,0.000245094,17,0.00123692,15,8.10623e-06,12,5.96046e-06,12,1.78814e-05,16.6524,0.529091,19.8963,3.23498,16.1277,0.00675011
"tonge",46,1.04591,0.51234,18.8533,0.000591993,17.5002,0.000466108,8,0.00140405,29,8.10623e-06,29,6.19888e-06,12,1.78814e-05,18.136,0.529391,21.6669,2.57703,17.7805,0.00654411
"tonge",47,0.875227,0.529083,15.0353,0.000560045,14.7809,0.000497103,8,0.00145102,17,8.10623e-06,17,6.19888e-06,11,1.78814e-05,15.4247,0.450445,19.1548,2.5894,14.8789,0.00634003
"tonge",48,0.932621,0.476478,16.2394,0.000637054,15.805,0.000577927,8,0.001369,14,9.05991e-06,13,5.00679e-06,11,1.78814e-05,16.5667,0.477607,20.7247,2.88161,15.8546,0.00725317
"tonge",49,1.05303,0.458551,18.3896,0.00050807,17.3557,0.000432968,18,0.00130296,25,7.86781e-06,25,5.96046e-06,13,1.78814e-05,18.4708,0.418059,21.9886,2.73293,17.9014,0.00727415
"tonge",50,0.844265,0.49571,14.578,0.00032711,14.2915,0.000266075,15,0.00133204,15,7.86781e-06,15,5.96046e-06,11,1.81198e-05,14.8393,0.502303,18.8497,2.74854,14.3525,0.00616407
"tonge",51,1.00357,0.462933,17.98,0.000510931,16.9488,0.000426054,18,0.00138879,24,9.05991e-06,24,5.96046e-06,12,1.90735e-05,17.477,0.254911,22.0564,1.97908,17.0608,0.00538802
"tonge",52,1.3542,0.530652,24.1363,0.000692129,22.964,0.000639915,21,0.00156093,43,9.05991e-06,43,5.96046e-06,16,1.90735e-05,23.4427,0.678399,27.1229,2.07112,23.0215,0.00534987
"tonge",53,0.830853,0.470631,14.8398,0.000304937,13.9568,0.000236988,8,0.00149512,20,1.00136e-05,20,5.96046e-06,10,1.78814e-05,14.6875,0.182923,19.2702,2.07678,14.1245,0.00555897
"tonge",54,1.00048,0.465734,17.0082,0.000433922,16.7783,0.000363827,17,0.00145912,30,1.00136e-05,30,5.96046e-06,12,2.00272e-05,17.4599,0.24133,21.0511,1.40271,17.0082,0.00564098
"tonge",55,1.05993,0.469797,18.6977,0.000360012,17.9003,0.000287056,19,0.00147581,22,9.05991e-06,22,5.96046e-06,14,1.90735e-05,18.7373,0.244333,23.2574,1.71531,18.0187,0.00544405
"tonge",56,1.1141,0.462955,20.3079,0.00048089,18.5948,0.000419855,20,0.00132084,24,8.82149e-06,24,5.96046e-06,15,1.88351e-05,19.3365,0.360371,23.1958,1.87081,18.9397,0.00562978
"tonge",57,1.02657,0.449967,17.9953,0.00075984,17.1979,0.000669003,18,0.00155306,30,8.82149e-06,30,5.96046e-06,12,1.81198e-05,18.2262,0.846349,23.3478,1.63853,17.4517,0.00532103
"tonge",58,1.11875,0.497347,20.2751,0.000594854,18.9467,0.000506878,19,0.00168896,28,8.82149e-06,28,5.96046e-06,13,2.00272e-05,19.4564,0.531087,23.6122,2.04061,19.0188,0.00570989
"tonge",59,1.00757,0.481336,17.4939,0.000463963,17.0668,0.000400782,19,0.0013721,19,9.05991e-06,19,5.96046e-06,13,1.78814e-05,17.7212,0.232274,23.6857,1.97622,17.1287,0.00527215
"tonge",60,1.01599,0.496759,16.856,0.000637054,15.8645,0.000564814,15,0.00145984,31,8.82149e-06,31,5.00679e-06,11,1.78814e-05,17.7499,0.222278,21.7849,1.65351,17.2717,0.00512004
"tonge",61,1.68003,0.462745,29.4661,0.000396967,28.1127,0.000302076,29,0.00185013,45,7.86781e-06,45,5.96046e-06,21,1.81198e-05,29.7007,0.444917,36.0061,2.52643,28.5605,0.00716591
"tonge",62,1.78879,0.466155,30.4459,0.000826836,29.6496,0.000710011,31,0.00189495,51,8.82149e-06,51,5.96046e-06,21,1.81198e-05,31.7078,0.409322,39.5009,3.28755,30.4094,0.00756717
"tonge",63,1.58261,0.469948,27.8642,0.000591993,25.9324,0.000497103,28,0.00200605,42,8.82149e-06,42,7.15256e-06,19,2.00272e-05,27.7199,0.47125,35.3159,2.61337,26.9043,0.00633717
"tonge",64,1.8541,0.502849,33.9813,0.000463009,31.2572,0.000317812,31,0.00286889,97,9.05991e-06,97,5.96046e-06,25,1.81198e-05,32.3857,0.439049,41.4657,2.30923,31.5196,0.00656509
"tonge",65,1.92543,0.465475,33.5315,0.000529051,32.3507,0.000452995,35,0.00168204,34,7.86781e-06,34,5.96046e-06,21,1.78814e-05,33.4462,0.365883,39.6911,3.27342,32.7324,0.00635195
"tonge",66,1.88963,0.48568,33.2228,0.00178409,31.8963,0.00170898,33,0.00182414,34,7.86781e-06,34,5.96046e-06,24,1.81198e-05,33.0224,0.445247,42.522,2.8041,32.1238,0.00697899
"tonge",67,1.45935,0.481293,26.6088,0.000401974,24.7545,0.000334978,26,0.00159097,38,7.86781e-06,38,5.96046e-06,18,1.90735e-05,26.5656,0.384589,33.2496,2.99765,24.8089,0.00678992
"tonge",68,1.50278,0.497829,26.916,0.000426054,25.3315,0.00033617,28,0.00181413,34,9.05991e-06,34,5.96046e-06,19,1.78814e-05,27.2255,0.454139,35.3461,2.34325,25.5472,0.00740099
"tonge",69,1.64338,0.478876,29.5396,0.000667095,27.8085,0.000648022,28,0.00157595,26,9.05991e-06,26,6.19888e-06,18,1.78814e-05,28.9387,0.440261,34.7734,2.65215,27.9375,0.00651312
"tonge",70,1.95002,0.47878,33.7657,0.000368118,32.5522,0.000281096,34,0.00167894,54,9.05991e-06,54,5.96046e-06,23,1.78814e-05,33.9452,0.442199,41.1929,2.65112,33.1503,0.00623298
"tonge",71,1.40894,0.475783,24.5367,0.000385046,23.7467,0.000306845,27,0.00158906,22,7.86781e-06,22,5.96046e-06,17,1.81198e-05,25.3669,0.55934,35.0004,3.07818,23.952,0.00593209
"tonge",72,1.67279,0.492279,28.9299,0.000466108,28.0389,0.000392914,29,0.0017159,32,9.05991e-06,32,7.15256e-06,21,1.78814e-05,29.0107,0.44613,35.2574,1.76202,28.4374,0.0062089
"tonge",73,2.00493,0.463397,37.625,0.000540018,33.5283,0.000507832,33,0.00191808,56,8.82149e-06,56,5.96046e-06,25,1.81198e-05,35.0232,0.492506,42.0681,2.50377,34.0839,0.00614381
"tonge",74,1.94176,0.4686,34.312,0.00060606,32.2967,0.00045085,33,0.00184798,49,7.86781e-06,49,5.96046e-06,23,1.81198e-05,33.8757,0.526404,39.3869,2.87523,33.0099,0.00631809
"tonge",75,1.68101,0.479985,28.8844,0.000573158,28.3893,0.000473022,30,0.00201607,26,8.10623e-06,26,5.96046e-06,20,1.88351e-05,29.83,0.421724,36.8626,2.73839,28.5771,0.0064528
"tonge",76,1.62845,0.493321,28.5427,0.000663996,27.1309,0.000576019,29,0.00169206,30,9.05991e-06,30,6.19888e-06,18,1.88351e-05,28.2964,0.398292,37.2957,2.14997,27.6837,0.00668597
"tonge",77,1.7173,0.540588,32.9493,0.000521898,29.0664,0.000427961,30,0.00168896,38,9.05991e-06,38,5.96046e-06,20,1.81198e-05,30.5738,0.500539,36.5784,3.0047,29.1941,0.00674605
"tonge",78,1.67981,0.490117,29.4988,0.000611067,28.1437,0.00049305,29,0.00184417,40,7.86781e-06,40,5.96046e-06,21,1.81198e-05,29.9862,0.40206,37.9189,2.41983,28.5568,0.00629687
"tonge",79,1.74235,0.506355,29.5799,0.00039506,29.34,0.00029707,31,0.00188804,28,8.82149e-06,27,5.96046e-06,22,1.81198e-05,30.7013,0.426572,38.5025,2.29164,29.6199,0.00659204
"tonge",80,1.61929,0.494607,30.5743,0.000449181,27.451,0.000351906,29,0.00191712,46,8.10623e-06,46,6.19888e-06,17,1.78814e-05,28.2466,0.431614,34.8001,2.46409,27.528,0.00636411
