"name","num","time","value","nodes"
"tonge",41,250.735,28,173061
"tonge",42,2706.42,32,2661909
"tonge",43,731.047,31,856903
"tonge",44,242.368,33,158055
"tonge",45,618.575,31,612082
"tonge",46,168.124,35,60156
"tonge",47,244.205,30,177666
"tonge",48,247.639,32,152364
"tonge",49,124.717,33,18524
"tonge",50,2420.73,31,2789625
"tonge",51,332.937,35,291011
"tonge",52,9.34352,43,0
"tonge",53,811.29,32,895824
"tonge",54,NA,36,NA
"tonge",55,638.746,39,639250
"tonge",56,161.023,36,43765
"tonge",57,915.969,38,763648
"tonge",58,2207.25,39,2415312
"tonge",59,266.165,35,180764
"tonge",60,343.405,36,264776
"tonge",61,NA,63,NA
"tonge",62,NA,66,NA
"tonge",63,1199.32,61,1097406
"tonge",64,10.1905,97,0
"tonge",65,614.537,60,600570
"tonge",66,1072.99,66,999082
"tonge",67,127.428,48,131584
"tonge",68,NA,60,NA
"tonge",69,269.809,54,181234
"tonge",70,435.961,60,308257
"tonge",71,1086.5,54,1077794
"tonge",72,243.211,57,177754
"tonge",73,3266.26,71,3298626
"tonge",74,2065.85,65,2104962
"tonge",75,285.186,61,220606
"tonge",76,290.087,58,288112
"tonge",77,442.792,60,449983
"tonge",78,1750.44,65,1955216
"tonge",79,585.641,61,679019
"tonge",80,2101.38,60,2131557
